Male;Height(cm);Height;Weight;Mean;(data[i]-mean)^2;Variance;StandardDeviation
Male;169.299213709;66.6532337437;160.1474361279;;34.3228339184;;
Male;177.3901889789;69.8386570783;178.3924825582;;4.983636538;;
Male;168.26246461;66.2450648071;154.5886895859;;47.5454154411;;
Male;184.9400202876;72.8110316093;208.8488464954;;95.6921667172;;
Male;163.7658572705;64.4747469569;169.4306342722;;129.7759713998;;
Male;177.1763774863;69.7544793253;181.6410488845;;4.0747237755;;
Male;179.4800687486;70.6614443892;203.8447915764;;18.6821542539;;
Male;184.0753709745;72.4706184939;184.4463253035;;79.5233756166;;
Male;173.1556934278;68.1715328456;199.7018114792;;4.0083625801;;
Male;185.387415421;72.9871714256;206.6293992124;;104.6453798519;;
Male;179.1552545166;70.5335647703;196.5843459365;;15.9797786752;;
Male;177.9192608019;70.0469530716;190.0024051913;;7.6257597535;;
Male;175.3008105935;69.0160671628;196.7639075496;;0.0204568979;;
Male;186.8148721612;73.5491622682;222.2974921206;;135.8877281488;;
Male;173.0199684819;68.1180978275;180.0656094066;;4.5702508341;;
Male;173.4505980643;68.2876370332;178.4325977365;;2.9144803407;;
Male;181.6787011453;71.527047695;202.7487397115;;42.5223737016;;
Male;186.4272190379;73.3965429283;220.9457607436;;127.0001890334;;
Male;177.4051927746;69.8445640845;198.6302781941;;5.0508507792;;
Male;178.1859933344;70.1519658797;203.734480758;;9.1700579429;;
Male;168.4013037182;66.2997258733;150.1493612771;;45.6500120329;;
Male;194.2920522569;76.4929339594;227.1392959745;;366.1202607103;;
Male;180.4222584009;71.0323851972;186.762487512;;27.7147014434;;
Male;169.2428439795;66.6310409368;170.4211493321;;34.9865033953;;
Male;167.8318635106;66.0755368152;182.4280025316;;53.6690960911;;
Male;179.3574325328;70.6131624145;187.4720235429;;17.6370563557;;
Male;165.6168409386;65.2034806845;158.6645552169;;91.0295750616;;
Male;169.8291276692;66.8618612871;175.7972754354;;28.3945674348;;
Male;187.3453156787;73.7579982987;220.7702320066;;148.5359532501;;
Male;177.5411386236;69.8980860723;195.7589354637;;5.6803841179;;
Male;176.5993920858;69.5273197188;189.0273678508;;2.07823681;;
Male;169.5309727738;66.74447747;154.1268504293;;31.6609931112;;
Male;175.4492097605;69.0744920317;179.3868167223;;0.0849295676;;
Male;174.1468468524;68.5617507293;172.1953636877;;1.0219918567;;
Male;178.6192770325;70.3225500128;190.4617767582;;11.9819410666;;
Male;182.7507658696;71.9491204211;208.0889465132;;57.6533891419;;
Male;180.128041553;70.9165517925;191.8832670183;;24.7034702691;;
Male;178.7426533174;70.3711233533;197.3824156613;;12.8512953265;;
Male;172.2030519661;67.796477152;189.6831513198;;8.7304353723;;
Male;174.4979889002;68.69999563;208.068199265;;0.4353282295;;
Male;175.5511647621;69.1146317961;188.7172725525;;0.1547492255;;
Male;171.9506432598;67.6971036456;187.4238964211;;10.2857451931;;
Male;181.0520387865;71.2803302309;217.9035993666;;34.742251497;;
Male;181.4260409915;71.4275751935;201.8428086644;;39.2910584823;;
Male;180.4501250548;71.0433563208;204.6277276591;;28.0088846233;;
Male;164.4046900871;64.7262559398;143.3475654982;;115.6290067915;;
Male;170.5563249702;67.1481594371;182.0312480366;;21.1734158276;;
Male;183.620910445;72.2916970256;202.1043716342;;71.6245264672;;
Male;178.4168800721;70.2428661701;192.7961125626;;10.621713847;;
Male;163.722958937;64.4578578492;158.9166992855;;130.7552009248;;
Male;189.1410709028;74.4649885444;213.4821025705;;195.5323410949;;
Male;165.8592444797;65.2989151495;162.818275469;;86.4628182652;;
Male;184.7837963296;72.749526114;212.1807188128;;92.6601329809;;
Male;166.9241740352;65.718178754;155.175542787;;67.792316278;;
Male;174.9808411456;68.8900949392;194.6814346432;;0.0313084132;;
Male;185.5175578793;73.0384086139;209.4753880836;;107.3249359374;;
Male;177.4462958159;69.8607463842;198.3218281212;;5.237290994;;
Male;177.4474402588;69.8611969523;179.6624964618;;5.2425304486;;
Male;182.2845266238;71.7655616629;192.6903831515;;50.7904749454;;
Male;169.7249485502;66.8208458859;179.8015682316;;29.5156899559;;
Male;172.1807423188;67.7876938263;190.5067956463;;8.8627711062;;
Male;175.896813178;69.2507138496;196.1411444822;;0.5461656316;;
Male;175.0813671553;68.9296721084;180.8264574323;;0.0058393785;;
Male;175.2526590335;68.9971098557;186.6353129967;;0.0090014653;;
Male;168.5899471313;66.3739949336;167.7843910286;;43.136467752;;
Male;168.5963590906;66.376519327;179.4688864317;;43.0522834737;;
Male;175.3986071818;69.0545697566;181.3603512423;;0.0579962955;;
Male;166.7953875279;65.6674754047;161.4222109296;;69.9296577184;;
Male;159.3923089051;62.7528775217;149.7597060165;;248.5501728468;;
Male;169.108086233;66.5779867059;161.2018905948;;36.5988307466;;
Male;170.8713134751;67.2721706595;187.3633658482;;18.3738208273;;
Male;177.3848411958;69.8365516519;176.0116732678;;4.9597882909;;
Male;188.509734599;74.2164309445;238.5694508765;;178.2746120022;;
Male;180.925542547;71.2305285618;209.032876811;;33.2670504074;;
Male;179.7376774216;70.7628651266;194.7965672531;;20.975433084;;
Male;172.4125428499;67.8789538779;163.7244326241;;7.5363433792;;
Male;170.4708977946;67.1145266908;182.5124511209;;21.966892753;;
Male;169.0111230431;66.5398122217;175.0932546894;;37.7814283957;;
Male;170.4116953865;67.0912186561;180.8807246068;;22.5253474576;;
Male;174.9892808389;68.8934176531;172.6542378643;;0.028392972;;
Male;182.5820497247;71.882696742;207.5756135817;;55.1197366769;;
Male;179.1509653085;70.5318761057;194.0094729848;;15.9455050981;;
Male;175.7885948153;69.208108195;187.8671025462;;0.3979235699;;
Male;169.8110338741;66.8547377457;161.2239648041;;28.5877260156;;
Male;195.988434272;77.1608008945;228.70730085;;433.916033196;;
Male;173.2242847842;68.1985373166;176.4568283766;;3.7384152783;;
Male;169.6613144537;66.795793092;186.9938986067;;30.2111662751;;
Male;188.1383237673;74.0702062076;218.423584474;;168.4944390971;;
Male;177.0170273348;69.6917430452;184.6189529088;;3.4567895661;;
Male;179.0262038229;70.4827574106;199.3592239999;;14.9646798079;;
Male;168.1555275669;66.202963609;164.6344636702;;49.0315808891;;
Male;182.5190352843;71.8578879072;193.4299897635;;54.1880354682;;
Male;167.5770262448;65.975207183;171.0768314401;;57.4678726977;;
Male;184.5994811689;72.6769610901;217.5614153687;;89.1456646649;;
Male;177.3225351345;69.8120217065;188.0649839386;;4.6861518848;;
Male;175.3695907915;69.0431459809;178.1848174644;;0.0448625485;;
Male;162.1807231208;63.850678394;151.9966614851;;168.404082624;;
Male;164.870854501;64.9097852366;145.1761358727;;105.8208975595;;
Male;165.2154277824;65.0454440088;147.6602601393;;98.850426902;;
Male;174.9409663333;68.8743961942;183.4385391534;;0.0470094589;;
Male;177.754837528;69.9822194992;178.3484391177;;6.7446923184;;
Male;159.2816314226;62.7093037097;152.8204681052;;252.0521883136;;
Male;169.9855293653;66.923436758;173.6342570942;;26.752207468;;
Male;170.8633716881;67.2690439717;180.0356726975;;18.441968355;;
Male;183.1912148498;72.1225255314;200.3368055943;;64.5360275851;;
Male;176.8129642677;69.611403255;170.2961967468;;2.7396250908;;
Male;165.5691402111;65.1847008705;166.7385547048;;91.9420701751;;
Male;188.1638983664;74.0802749474;194.7788543308;;169.1590374104;;
Male;155.2494447276;61.1218286329;152.7911300866;;396.3419320251;;
Male;173.5364902819;68.3214528669;206.4261469415;;2.628590017;;
Male;162.4404381345;63.9529283994;164.7714753522;;161.730859953;;
Male;174.196688737;68.5813735185;181.1670609504;;0.9237021464;;
Male;164.9118087673;64.9259089635;185.0018541784;;104.9799875942;;
Male;176.9357739515;69.6597535242;209.5204245996;;3.16125189;;
Male;180.6467134404;71.120753323;197.3454360265;;30.1283575851;;
Male;159.5226443922;62.8041907056;148.6050423612;;244.4575586996;;
Male;179.8606047414;70.8112617092;201.2242771336;;22.116532507;;
Male;176.6557568465;69.5495105695;199.1938147547;;2.2439257009;;
Male;170.2621593368;67.0323461956;188.4596891315;;23.9671308684;;
Male;171.1879590057;67.3968342542;178.300196635;;15.7595023975;;
Male;176.2044820618;69.3718433314;173.4301696088;;1.095578965;;
Male;189.3446478286;74.5451369404;218.4375679081;;201.267134196;;
Male;169.0535734624;66.5565249852;173.3868302103;;37.2613738505;;
Male;170.840280174;67.2599528244;186.3207971935;;18.6408304913;;
Male;167.6449980218;66.0019677251;165.1677227817;;56.4419378484;;
Male;170.9001088577;67.2835074243;203.1357595606;;18.1277889426;;
Male;172.5285694367;67.9246336365;161.6708278442;;6.9127638631;;
Male;167.7863898698;66.057633807;164.4705038792;;54.3374364046;;
Male;167.2452343786;65.844580464;170.7923569046;;62.6084253907;;
Male;175.3388996433;69.0310628517;170.3101221862;;0.0328032453;;
Male;178.6308756844;70.3271164112;192.4971608696;;12.0623729247;;
Male;168.9971385285;66.5343065073;166.3712579981;;37.9535400733;;
Male;181.5380542419;71.4716748984;196.5409599911;;40.7078613593;;
Male;177.9192041464;70.0469307663;183.6196207779;;7.6254468511;;
Male;174.2585048295;68.6057105628;187.2913918632;;0.8087011943;;
Male;175.2152470532;68.9823807296;178.2824094867;;0.0033021196;;
Male;187.4237676569;73.7888849043;222.3975605238;;150.4543800626;;
Male;175.4449394752;69.072810817;190.5879129578;;0.082458852;;
Male;185.8973907432;73.1879491115;204.1038169624;;115.3391748797;;
Male;174.4405563902;68.6773844056;192.1962460872;;0.5144139829;;
Male;164.9027340905;64.9223362561;179.4090918623;;105.1660277528;;
Male;167.9225220164;66.1112291403;192.765580966;;52.3490012308;;
Male;172.0824342254;67.7489898525;169.7402720902;;9.4577699707;;
Male;182.4073150345;71.8139035569;192.8164416794;;52.5557149908;;
Male;175.7564206998;69.1954412204;185.7291961337;;0.358367118;;
Male;171.2142160095;67.4071716573;188.5940922367;;15.5517204607;;
Male;177.4866488586;69.8766334089;179.6809303235;;5.4236162745;;
Male;163.4913588805;64.3666767246;162.495082455;;136.1054513001;;
Male;171.4318487975;67.4928538573;183.3837801732;;13.8825855417;;
Male;185.7309803422;73.1224332056;221.4459020767;;111.7925024331;;
Male;171.8384815164;67.6529454789;188.8898645423;;11.0177622148;;
Male;174.0862707;68.5379018504;191.8229142724;;1.1481385689;;
Male;179.6408853777;70.7247580227;214.261518198;;20.0982070962;;
Male;173.3045817935;68.2301503124;182.3828221513;;3.4343546425;;
Male;171.9506934652;67.6971234115;163.9398785802;;10.2854231642;;
Male;187.2405265926;73.716742753;198.4622268954;;145.9926931769;;
Male;174.9004813373;68.8584572194;187.395085781;;0.066204136;;
Male;168.8433655534;66.4737659659;175.9473678043;;39.8718674539;;
Male;177.7295945556;69.9722813211;188.6259111601;;6.6142147737;;
Male;171.5927053882;67.5561832237;200.7796910315;;12.7097782448;;
Male;188.6509273832;74.2720186548;209.9374928063;;182.0649458503;;
Male;183.1184043487;72.0938599798;201.8626584162;;63.371492555;;
Male;176.7072403509;69.5697796657;182.79484421;;2.4008181401;;
Male;181.8997872073;71.6140894517;206.1634325037;;45.4546209836;;
Male;170.5319160147;67.1385496121;171.8769663505;;21.3986451924;;
Male;173.775754192;68.4156512567;171.3212162792;;1.9100035744;;
Male;198.3635033779;78.0958674716;255.6908348368;;538.5054591235;;
Male;174.3522740989;68.642627598;178.8167945614;;0.6488445596;;
Male;177.8681784092;70.0268418934;186.3587021941;;7.3462433758;;
Male;188.7872196001;74.3256770079;220.8457274502;;185.761542545;;
Male;183.4683560542;72.2316362418;202.1371600789;;69.0656247995;;
Male;171.8733268046;67.6666640963;193.0816469162;;10.7876523766;;
